ID Cliente,Abandono,Género,Veterano,Casado,Dependientes Económicos,Antigüedad (meses),Servicio Telefónico,Factura Electrónica,Cargo Mensual,Cargo Total,Cuentas Diarias,Multilinea Telefónica: No,Multilinea Telefónica: Sin teléfono,Multilinea Telefónica: Sí,Internet: DSL,Internet: Fibra Óptica,Internet: No,Seguridad en Linea: No,Seguridad en Linea: Sin Internet,Seguridad en Linea: Sí,Respaldo en Linea: No,Respaldo en Linea: Sin Internet,Respaldo en Linea: Sí,Protección de Dispositivo: No,Protección de Dispositivo: Sin Internet,Protección de Dispositivo: Sí,Soporte Técnico: No,Soporte Técnico: Sin Internet,Soporte Técnico: Sí,TV en Streaming: No,TV en Streaming: Sin Internet,TV en Streaming: Sí,Películas en Streaming: No,Películas en Streaming: Sin Internet,Películas en Streaming: Sí,Contrato: Mes a Mes,Contrato: Un Año,Contrato: Dos Años,Método de Pago: Transferencia Bancaria,Método de Pago: Tarjeta de crédito,Método de Pago: Cheque electrónico,Método de Pago: Cheque enviado por correo,No. Servicios Extras
5172-RKOCB,0,0,0,1,0,72,1,1,108.95,7875.0,3.631666666666667,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
5173-WXOQV,0,0,0,1,0,2,1,1,64.2,128.4,2.14,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2
5173-ZXXXL,0,0,0,0,0,2,1,0,19.95,47.7,0.6649999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5174-ITUMV,0,0,0,1,1,67,1,1,105.4,7061.8,3.5133333333333336,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
5174-RNGBH,1,1,0,0,0,9,1,0,66.25,596.25,2.2083333333333335,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2
5175-AOBHI,1,1,0,0,0,4,1,1,46.0,193.6,1.5333333333333334,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5175-WLYXL,0,0,0,0,0,22,1,1,78.85,1734.6999999999998,2.628333333333333,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5176-LDKUH,0,1,0,0,0,48,1,0,75.15,3607.2000000000003,2.5050000000000003,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
5176-LMJXE,0,1,0,0,0,47,1,1,20.55,945.7,0.685,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5176-OLSKT,0,1,0,1,0,66,1,0,66.9,4415.400000000001,2.23,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3
5177-RVZNU,0,1,0,0,1,37,1,0,20.3,755.4,0.6766666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5178-LMXOP,1,0,1,1,0,1,1,1,95.1,95.1,3.17,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
5180-UCIIQ,1,0,1,1,1,22,0,0,40.05,880.2,1.335,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
5181-OABFK,0,1,0,1,1,56,1,1,61.3,3346.8,2.0433333333333334,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3
5183-KLYEM,0,1,0,0,0,72,1,1,112.75,8192.6,3.7583333333333333,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4
5183-SNMJQ,0,0,0,0,0,10,1,1,95.1,865.1,3.17,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
5186-EJEGL,0,0,0,0,0,9,1,1,69.5,625.5,2.316666666666667,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,3
5186-PEIZU,0,1,0,0,0,35,1,0,19.25,673.75,0.6416666666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
5186-SAMNZ,1,0,1,0,0,1,1,1,69.5,69.5,2.316666666666667,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5188-HGMLP,0,0,1,1,0,54,1,0,74.0,3996.0,2.466666666666667,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5192-EBGOV,1,1,1,0,0,1,1,1,85.7,85.7,2.856666666666667,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5193-QLVZB,0,0,0,0,0,63,1,1,104.75,6536.5,3.4916666666666667,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
5195-KPUNQ,0,1,1,0,0,53,1,1,96.75,5127.75,3.225,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,3
5196-SGOAK,1,1,0,0,0,1,1,1,75.7,75.7,2.5233333333333334,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5196-WPYOW,0,0,0,1,1,67,1,0,60.05,4023.35,2.0016666666666665,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3
5197-LQXXH,0,1,0,1,0,71,1,1,83.3,5894.5,2.7766666666666664,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
5197-PYEPU,0,1,0,1,1,42,1,1,94.45,3923.8,3.1483333333333334,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2
5197-YPYBZ,0,1,0,1,1,12,1,0,25.25,274.7,0.8416666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5198-EFNBM,0,0,1,1,0,57,1,1,90.65,5199.8,3.021666666666667,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2
5198-HQAEN,0,0,0,1,1,35,1,1,89.7,3165.6,2.99,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2
5199-FPUSP,0,0,0,0,1,33,0,0,34.05,1123.6499999999999,1.135,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2
5201-CBWYG,0,0,0,1,1,62,1,0,24.8,1537.6000000000001,0.8266666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5201-FRKKS,0,0,0,0,0,25,1,0,74.3,1857.5,2.4766666666666666,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5201-USSQZ,0,1,0,1,0,26,1,0,85.9,2233.4,2.8633333333333337,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
5202-IVJNU,1,1,0,0,1,39,0,0,30.1,1131.3,1.0033333333333334,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
5203-XEHAX,0,1,0,0,0,34,1,0,64.35,2187.8999999999996,2.145,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2
5204-HMGYF,0,1,0,1,1,49,1,1,87.2,4345.0,2.9066666666666667,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4
5204-QZXPU,1,0,0,0,0,19,0,1,39.65,753.35,1.3216666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
5206-HPJKM,0,0,0,0,0,17,1,1,55.5,943.5,1.85,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2
5206-XZZQI,0,0,0,0,0,53,1,1,80.6,4348.1,2.6866666666666665,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2
5207-PLSTK,0,0,0,1,1,1,1,1,48.75,48.75,1.625,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5208-FVQKB,0,0,0,1,0,70,1,0,67.95,4756.5,2.265,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,3
5208-HFSBT,1,1,0,0,0,2,1,1,55.05,110.1,1.835,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2
5213-TWWJU,0,0,0,0,0,28,1,0,91.0,2548.0,3.033333333333333,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2
5214-CHIWJ,0,0,0,0,0,27,1,0,20.3,548.1,0.6766666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5214-NLTIT,0,0,0,1,1,72,1,1,90.8,6511.8,3.0266666666666664,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
5215-LNLDJ,0,1,0,1,1,7,0,1,24.7,172.9,0.8233333333333334,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5216-WASFJ,0,1,1,1,0,31,1,1,84.85,2633.4,2.828333333333333,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5219-YIPTK,1,1,0,1,0,33,1,1,104.4,3409.6,3.48,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2
5220-AGAAX,0,0,0,1,1,68,1,1,24.0,1664.3,0.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
5222-IMUKT,0,0,0,0,0,32,1,0,91.05,2871.5,3.0349999999999997,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
5222-JCXZT,0,0,0,0,0,4,1,0,19.0,78.9,0.6333333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5223-UZAVK,0,0,0,0,0,64,1,1,100.3,6603.8,3.3433333333333333,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2
5226-NOZFC,0,0,0,0,0,26,1,1,85.75,2146.5,2.8583333333333334,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
5227-JSCFE,0,0,1,1,0,71,0,0,46.35,3353.4,1.5450000000000002,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4
5228-EXCET,1,0,0,0,0,13,1,1,80.85,1008.7,2.695,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5229-DTFYB,0,1,0,0,0,41,1,1,98.8,4050.7999999999997,3.2933333333333334,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2
5229-PRWKT,1,0,0,0,0,8,1,1,86.55,692.4,2.885,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5231-FIQPA,0,1,0,0,0,41,1,1,19.85,813.85,0.6616666666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5232-NXPAY,0,1,0,0,0,47,1,0,74.45,3510.3,2.481666666666667,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2
5233-AOZUF,0,1,0,1,0,29,1,1,74.95,2173.55,2.4983333333333335,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5233-GEEAX,1,0,1,0,0,8,0,1,29.4,221.9,0.98,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5236-PERKL,1,1,0,0,0,57,1,1,112.95,6465.0,3.765,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,3
5236-XMZJY,0,1,0,0,0,42,1,0,59.65,2505.2999999999997,1.9883333333333333,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
5240-CAOYT,0,1,0,0,0,57,1,1,87.55,4990.349999999999,2.9183333333333334,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,3
5240-IJOQT,1,0,1,0,0,1,1,1,74.7,74.7,2.49,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5242-UOWHD,0,0,0,1,1,45,1,0,20.35,929.2,0.6783333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5243-SAOTC,0,0,0,0,0,54,1,1,79.85,4311.9,2.6616666666666666,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5244-IRFIH,1,0,1,1,0,33,1,1,94.5,3118.5,3.15,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
5245-VDBUR,0,1,0,1,0,52,0,0,35.45,1843.4,1.1816666666666669,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
5248-KWLAR,0,0,0,1,1,71,1,0,90.35,6414.849999999999,3.0116666666666663,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4
5248-RPYWW,0,1,1,1,1,72,1,1,90.15,6490.8,3.0050000000000003,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4
5248-YGIJN,0,0,0,1,0,72,1,1,90.25,6498.0,3.0083333333333333,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4
5249-QYHEX,0,1,0,1,1,40,1,1,24.8,1024.7,0.8266666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5256-SKJGO,0,1,0,1,1,64,0,1,54.6,3423.5,1.82,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2
5260-UMPWX,0,1,0,1,1,26,1,1,20.25,526.5,0.675,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
5261-QSHQM,1,1,0,0,0,4,0,1,24.45,86.6,0.815,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5266-PFRQK,0,0,0,1,1,52,1,1,20.85,1071.6,0.6950000000000001,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5268-DSMNQ,0,1,1,1,0,62,1,1,97.95,6072.900000000001,3.265,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2
5269-NRGDP,0,0,0,1,1,42,1,0,73.15,3072.3,2.4383333333333335,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2
5271-DBYSJ,0,0,1,0,0,11,1,1,79.15,827.7,2.6383333333333336,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5271-YNWVR,1,0,0,1,1,68,1,1,113.15,7856.0,3.771666666666667,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4
5274-XHAKY,0,1,0,1,1,41,1,1,94.3,3893.6,3.143333333333333,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
5275-PMFUT,0,0,0,1,1,72,0,1,64.8,4665.599999999999,2.1599999999999997,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4
5275-SQEIZ,1,0,0,0,0,1,1,1,80.85,80.85,2.695,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5276-KQWHG,1,1,1,0,0,2,1,1,69.6,139.2,2.32,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5277-ZLOOR,1,1,1,0,0,2,1,1,85.55,171.1,2.8516666666666666,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5278-PNYOX,0,1,0,0,0,49,1,0,100.65,4931.85,3.355,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2
5281-BUZGT,1,0,1,0,0,36,1,1,90.85,3186.7,3.0283333333333333,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
5285-MVEHD,0,1,0,1,0,56,1,1,105.6,5913.599999999999,3.52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3
5286-YHCVC,0,0,0,1,0,72,1,1,104.8,7470.1,3.493333333333333,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
5287-QWLKY,1,0,1,1,1,71,1,1,105.1,7548.1,3.503333333333333,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
5288-AHOUP,0,0,1,0,0,11,1,1,78.5,874.2,2.6166666666666667,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5293-WXJAK,1,1,1,1,0,11,1,1,104.05,1144.55,3.4683333333333333,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2
5294-CDGWY,1,0,0,1,1,51,0,0,59.3,3024.2999999999997,1.9766666666666666,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3
5294-DMSFH,0,1,0,1,1,29,1,1,87.8,2546.2,2.9266666666666667,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
5294-IMHHT,0,0,0,1,0,53,1,0,97.75,5043.2,3.2583333333333333,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2
5295-PCJOO,1,0,0,0,1,4,1,1,49.4,184.4,1.6466666666666667,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5296-BFCYD,0,0,0,1,1,46,1,1,20.1,924.6,0.67,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5296-PSYVW,0,1,0,1,0,72,1,0,24.55,1750.7,0.8183333333333334,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5297-MDOIR,0,1,0,1,0,63,1,1,81.15,5224.5,2.705,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2
5298-GSTLM,0,1,1,0,0,60,1,1,101.4,6176.6,3.3800000000000003,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5299-RULOA,1,1,0,1,1,10,1,1,100.25,1002.5,3.341666666666667,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5299-SJCZT,1,0,0,0,0,3,1,1,101.55,304.65,3.385,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
5301-GAUUY,1,0,0,0,0,32,1,1,80.35,2571.2,2.6783333333333332,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5302-BDJNT,0,0,0,0,0,35,1,0,95.5,3418.2,3.183333333333333,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2
5304-EFJLP,0,0,1,1,0,72,1,1,111.65,8038.8,3.7216666666666667,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3
5306-BVTKJ,0,0,0,1,1,48,1,1,55.8,2651.2,1.8599999999999999,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2
5307-DZCVC,1,1,1,1,0,32,1,1,85.95,2628.6,2.865,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
5307-UVGNB,0,1,0,1,1,53,0,1,48.7,2495.2,1.6233333333333335,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3
5309-TAIKL,0,1,0,0,0,7,1,0,62.8,418.3,2.0933333333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2
5310-NOOVA,0,0,0,0,0,46,1,0,19.95,917.6999999999999,0.6649999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5311-IHLEI,0,0,0,0,0,12,0,1,50.95,611.4000000000001,1.6983333333333335,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,3
5312-IRCFR,0,1,0,1,1,64,1,1,92.85,5942.4,3.0949999999999998,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2
5312-TSZVC,0,1,0,0,1,15,1,0,19.65,270.6,0.6549999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5312-UXESG,0,1,0,0,0,41,1,0,98.05,3990.6,3.268333333333333,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
5313-FPXWG,0,0,0,0,0,51,1,1,24.6,1266.4,0.8200000000000001,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5315-CKEQK,0,0,1,1,1,28,1,1,51.0,1381.8,1.7,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5317-FLPJF,0,1,0,0,0,66,0,1,61.35,4193.4,2.045,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3
5318-IXUZF,1,1,0,0,0,2,1,1,87.15,174.3,2.9050000000000002,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
5318-YKDPV,0,0,0,1,1,43,1,1,79.15,3566.6,2.6383333333333336,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
5320-BRKGK,0,1,0,1,1,58,1,0,75.8,4396.4,2.5266666666666664,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3
5321-NTRKC,0,0,0,1,1,66,1,0,79.85,5270.099999999999,2.6616666666666666,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
5322-TEUJK,0,1,0,1,1,71,1,0,114.6,8136.599999999999,3.82,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4
5322-ZSMZY,0,0,0,1,1,31,1,0,25.75,755.6,0.8583333333333333,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5324-KTGCG,0,0,0,1,0,71,1,0,20.85,1480.3500000000001,0.6950000000000001,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5325-UWTWJ,0,0,0,1,0,31,1,1,90.55,2807.0499999999997,3.018333333333333,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,3
